1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
66,315,1665,1544,168,1379,949,2175,2859,1977,522,2691,2343,697,255,383,0,0,0,0,0,0
66,313,1660,1541,167,1370,936,2164,2842,1964,520,2684,2340,695,254,382,0,0,0,0,0,0
66,312,1654,1537,166,1360,924,2152,2825,1950,518,2676,2336,692,253,381,0,0,0,0,0,0
65,311,1648,1534,165,1351,913,2139,2809,1938,517,2667,2332,689,252,380,0,0,0,0,0,0
65,310,1643,1531,165,1346,907,2131,2799,1930,515,2661,2329,687,251,379,0,0,0,0,0,0
66,315,1668,1546,169,1369,928,2166,2840,1969,523,2702,2345,697,256,383,0,0,0,0,0,0
66,315,1668,1547,169,1369,928,2165,2839,1969,524,2702,2345,697,256,383,0,0,0,0,0,0
66,315,1669,1547,169,1372,932,2168,2845,1973,524,2704,2346,697,256,384,0,0,0,0,0,0
66,316,1673,1549,169,1376,939,2174,2855,1979,525,2709,2348,699,257,384,0,0,0,0,0,0
66,318,1680,1553,170,1383,947,2184,2868,1988,526,2716,2353,701,257,385,0,0,0,0,0,0
67,321,1689,1558,171,1389,954,2192,2879,1997,528,2725,2358,703,259,386,0,0,0,0,0,0
67,325,1706,1569,172,1407,959,2221,2914,2008,531,2746,2369,709,258,388,0,0,0,0,0,0
67,325,1704,1568,171,1410,979,2224,2926,2024,530,2743,2369,709,261,388,0,0,0,0,0,0
68,329,1731,1583,173,1437,1007,2265,2984,2061,535,2772,2383,718,265,392,0,0,0,0,0,0
68,332,1751,1595,175,1452,1019,2290,3017,2085,537,2794,2394,725,267,394,0,0,0,0,0,0
68,334,1768,1605,177,1468,1035,2318,3050,2116,540,2813,2402,735,270,398,0,0,0,0,0,0
69,335,1774,1611,178,1478,1041,2331,3075,2127,541,2825,2405,740,271,399,0,0,0,0,0,0
69,336,1775,1611,179,1481,1047,2338,3089,2133,541,2823,2401,742,271,399,0,0,0,0,0,0
68,335,1767,1610,179,1474,1042,2323,3068,2118,540,2810,2392,739,269,397,0,0,0,0,0,0
68,334,1758,1601,178,1468,1030,2312,3053,2100,537,2792,2382,733,268,395,0,0,0,0,0,0
68,330,1735,1587,176,1448,1013,2283,3012,2077,535,2768,2374,727,266,393,0,0,0,0,0,0
68,325,1712,1571,174,1441,997,2273,2994,2069,537,2771,2378,723,265,393,0,0,0,0,0,0
68,325,1719,1574,174,1428,983,2250,2960,2049,535,2759,2373,717,264,391,0,0,0,0,0,0
67,323,1709,1568,173,1417,973,2231,2936,2035,533,2748,2368,713,262,390,0,0,0,0,0,0
67,321,1699,1564,173,1407,965,2216,2915,2021,531,2738,2363,709,261,388,0,0,0,0,0,0
