Time (seconds),Speed (mph),Grade (rise/run),Key On/Off (1/0),Engine Speed (rpm),Engine Torque (Nm),Engine Power (kW),Speed (m/s),Acceleration (m/s2),P_W (kW),eta_RB,P_T (kW),EC_cum (kWh),ER_cum (kWh),SOC,break_length,charging_break (bool),SOC_wBreakCharging,charging_power_existing_breaks (kW),charging_power_depletion_breaks (kW),charging_power_after_cycle (kW),charging_power_total (kW)
9075,47.33,-0.0125,1.0,1080.25,122.8,13.89,21.2985,0.058499999999998664,15.42283719666161,0.0,18.179804557861274,39.926749631276664,-2.466519812717372,0.4859757818963405,0.0,0.0,0.4886506790156814,0.0,0.0,0.0,0.0
9076,47.28,-0.0128,1.0,1064.75,319.28,35.6,21.276,-0.022500000000000853,8.764616699221648,5.669765093665602e-05,10.331368773762774,39.92961945593604,-2.466519812717372,0.48595452393590066,0.0,0.0,0.48862942105524154,0.0,0.0,0.0,0.0
9077,47.59,-0.013,1.0,1069.5,442.08,49.51,21.4155,0.13950000000000173,21.694587619392394,0.0,25.572685353206104,39.93672297964527,-2.466519812717372,0.48590190524175825,0.0,0.0,0.4885768023610991,0.0,0.0,0.0,0.0
9078,47.98,-0.0128,1.0,1083.88,1203.44,136.59,21.590999999999998,0.175499999999996,25.14006866329352,0.0,29.634076340300023,39.94495466751757,-2.466519812717372,0.4858409297760375,0.0,0.0,0.48851582689537837,0.0,0.0,0.0,0.0
9079,48.78,-0.0128,1.0,1098.75,1473.6,169.55,21.951,0.360000000000003,41.04645020556806,0.0,48.38386303479468,39.958394629471684,-2.466519812717372,0.4857413745023033,0.0,0.0,0.4884162716216442,0.0,0.0,0.0,0.0
9080,48.88,-0.0129,1.0,1103.5,540.32,62.44,21.996000000000002,0.045000000000001705,15.458009031822712,0.0,18.221263666909547,39.96345609160138,-2.466519812717372,0.48570388219023153,0.0,0.0,0.4883787793095724,0.0,0.0,0.0,0.0
9081,49.51,-0.0129,1.0,1116.5,1449.04,169.42,22.2795,0.28349999999999653,35.731254018641636,0.0,42.11852893103276,39.975155682971106,-2.466519812717372,0.48561721855045575,0.0,0.0,0.48829211566979663,0.0,0.0,0.0,0.0
9082,50.0,-0.0129,1.0,1129.25,1670.08,197.49,22.5,0.22050000000000125,31.15342738041722,0.0,36.72237564733568,39.985356342873146,-2.466519812717372,0.48554165810673694,0.0,0.0,0.4882165552260778,0.0,0.0,0.0,0.0
9083,50.69,-0.0131,1.0,1140.5,1670.08,199.46,22.8105,0.3105000000000011,39.47691318709141,0.0,46.533757514105524,39.99828238662707,-2.466519812717372,0.4854459096344857,0.0,0.0,0.4881208067538266,0.0,0.0,0.0,0.0
9084,51.16,-0.013,1.0,1159.88,1743.76,211.8,23.022,0.21149999999999736,31.80576755104073,0.0,37.49132734253638,40.00869664422222,-2.466519812717372,0.4853687669856327,0.0,0.0,0.4880436641049736,0.0,0.0,0.0,0.0
9085,52.02,-0.0124,1.0,1173.0,1792.88,220.23,23.409000000000002,0.387000000000004,48.66168312141397,0.0,57.36038559723461,40.0246300846659,-2.466519812717372,0.48525074150086467,0.0,0.0,0.48792563862020555,0.0,0.0,0.0,0.0
9086,52.63,-0.0122,1.0,1183.38,1866.56,231.31,23.683500000000002,0.27449999999999974,39.97518285744169,0.0,47.12109725637024,40.03771927834822,-2.466519812717372,0.4851537845106253,0.0,0.0,0.4878286816299662,0.0,0.0,0.0,0.0
9087,53.06,-0.0123,1.0,1201.38,1768.32,222.47,23.877000000000002,0.19350000000000023,33.367006546222896,0.0,39.331651495518244,40.04864473709698,-2.466519812717372,0.4850728551865604,0.0,0.0,0.4877477523059013,0.0,0.0,0.0,0.0
9088,53.93,-0.0114,1.0,1218.88,2038.48,260.19,24.2685,0.3914999999999971,53.15053597385845,0.0,62.65166025090878,40.06604797605556,-2.466519812717372,0.48494394230538573,0.0,0.0,0.4876188394247266,0.0,0.0,0.0,0.0
9089,54.06,-0.011,1.0,1194.62,-147.36,0.0,24.327,0.05850000000000222,23.735528325608872,0.0,27.978462103623357,40.07381977108435,-2.466519812717372,0.4848863734533206,0.0,0.0,0.48756127057266146,0.0,0.0,0.0,0.0
9090,53.45,-0.0109,1.0,1200.0,-147.36,0.0,24.052500000000002,-0.27449999999999974,-6.556209548778029,0.44867468106710734,-2.495510795434333,40.07381977108435,-2.467213010160548,0.4848812386574452,0.0,0.0,0.4875561357767861,0.0,0.0,0.0,0.0
9091,52.93,-0.0104,1.0,1188.5,-49.12,0.0,23.8185,-0.23400000000000176,-2.8681950898168327,0.39056106707642707,-0.9503261958303734,40.07381977108435,-2.46747698965939,0.4848792832537501,0.0,0.0,0.487554180373091,0.0,0.0,0.0,0.0
9092,52.51,-0.0099,1.0,1183.0,49.12,6.09,23.6295,-0.18900000000000006,1.218856773291541,0.31222813263527704,1.4367381072570768,40.07421886500303,-2.46747698965939,0.4848763270025006,0.0,0.0,0.4875512241218415,0.0,0.0,0.0,0.0
9093,52.25,-0.0097,1.0,1171.5,171.92,21.09,23.5125,-0.11700000000000088,7.467040782659728,0.15253794711587737,8.801839786243566,40.07666382049921,-2.46747698965939,0.4848582162210474,0.0,0.0,0.4875331133403883,0.0,0.0,0.0,0.0
9094,51.74,-0.0092,1.0,1169.38,196.48,24.06,23.283,-0.22949999999999804,-2.2380337293081234,0.3834271395010846,-0.7279885375581809,40.07666382049921,-2.4676792086976,0.4848567183022459,0.0,0.0,0.4875316154215868,0.0,0.0,0.0,0.0
9095,51.14,-0.0091,1.0,1160.38,221.04,26.86,23.013,-0.2699999999999996,-5.989621114009868,0.4427213051974643,-2.2495975864003936,40.07666382049921,-2.468304096916045,0.48485208950062775,0.0,0.0,0.4875269866199686,0.0,0.0,0.0,0.0
9096,51.19,-0.009,1.0,1159.38,933.28,113.31,23.0355,0.0224999999999973,19.070362645010732,0.0,22.47935715802527,40.08290808637644,-2.468304096916045,0.48480583567931496,0.0,0.0,0.48748073279865584,0.0,0.0,0.0,0.0
9097,51.51,-0.0086,1.0,1163.12,1449.04,176.5,23.1795,0.1440000000000019,30.174058272361414,0.0,35.567935725067976,40.092788068522296,-2.468304096916045,0.4847326506263827,0.0,0.0,0.4874075477457236,0.0,0.0,0.0,0.0
9098,52.02,-0.0077,1.0,1173.12,1842.0,226.29,23.409000000000002,0.2295000000000016,39.00539038843098,0.0,45.97794588133552,40.105559720156,-2.468304096916045,0.4846380457994664,0.0,0.0,0.4873129429188073,0.0,0.0,0.0,0.0
9099,52.1,-0.0074,1.0,1172.75,589.44,72.39,23.445,0.03599999999999781,22.579575848343346,0.0,26.615872986790063,40.11295301820788,-2.468304096916045,0.4845832806287117,0.0,0.0,0.4872581777480526,0.0,0.0,0.0,0.0
9100,52.04,-0.0072,1.0,1173.5,884.16,108.65,23.418,-0.027000000000001023,17.218740284525634,0.0002892705501325316,20.296741067396283,40.11859100183772,-2.468304096916045,0.4845415177870092,0.0,0.0,0.4872164149063501,0.0,0.0,0.0,0.0
9101,52.21,-0.0071,1.0,1180.25,1719.2,212.49,23.494500000000002,0.0765000000000029,26.484175544835754,0.0,31.2184541107276,40.127262794646256,-2.468304096916045,0.48447728228472375,0.0,0.0,0.48715217940406463,0.0,0.0,0.0,0.0
9102,52.83,-0.0069,1.0,1190.5,1399.92,174.53,23.7735,0.27899999999999636,45.24317639811976,0.0,53.33079082704045,40.14207690320932,-2.468304096916045,0.48436754814721955,0.0,0.0,0.48704244526656043,0.0,0.0,0.0,0.0
9103,52.4,-0.0068,1.0,1180.88,442.08,54.67,23.58,-0.19350000000000023,3.3992463128618136,0.320795668779161,4.006891392540596,40.14318992859614,-2.468304096916045,0.4843593035147246,0.0,0.0,0.4870342006340655,0.0,0.0,0.0,0.0
9104,52.01,-0.0067,1.0,1167.38,-98.24,0.0,23.4045,-0.17549999999999955,4.743780337904933,0.2854862952796759,5.591772662114615,40.14474319878007,-2.468304096916045,0.4843477978096585,0.0,0.0,0.48702269492899936,0.0,0.0,0.0,0.0
9105,51.41,-0.0066,1.0,1170.25,122.8,15.05,23.1345,-0.2699999999999996,-3.7361345475610652,0.4427213051974643,-1.4032271992967085,40.14474319878007,-2.4686938822491826,0.48434491051089446,0.0,0.0,0.48701980763023534,0.0,0.0,0.0,0.0
9106,51.32,-0.0062,1.0,1154.62,1277.12,154.42,23.094,-0.04049999999999798,16.168616044997886,0.0043739063593275325,19.058897913594496,40.1500373370894,-2.4686938822491826,0.4843056946715661,0.0,0.0,0.48698059179090697,0.0,0.0,0.0,0.0
9107,51.55,-0.0066,1.0,1161.0,1571.84,191.1,23.197499999999998,0.10349999999999682,28.43114431072387,0.0,33.513460612629075,40.15934663170402,-2.4686938822491826,0.48423673693368,0.0,0.0,0.4869116340530209,0.0,0.0,0.0,0.0
9108,51.94,-0.007,1.0,1173.62,1620.96,199.22,23.373,0.1755000000000031,34.81011340187917,0.0,41.03272635336734,40.17074461124662,-2.4686938822491826,0.4841523074555867,0.0,0.0,0.48682720457492756,0.0,0.0,0.0,0.0
9109,52.2,-0.007,1.0,1176.0,1031.52,127.03,23.490000000000002,0.11700000000000088,30.07983913698492,0.0,35.45687409322205,40.18059374293918,-2.4686938822491826,0.4840793509245307,0.0,0.0,0.4867542480438716,0.0,0.0,0.0,0.0
9110,52.18,-0.0069,1.0,1174.25,368.4,45.3,23.481,-0.009000000000000341,19.184691416073562,2.4205422334784512e-11,22.614123199238012,40.18687544382786,-2.4686938822491826,0.48403281980683677,0.0,0.0,0.48670771692617765,0.0,0.0,0.0,0.0
9111,52.15,-0.0064,1.0,1176.62,442.08,54.47,23.4675,-0.013500000000000512,19.187525911004528,8.367745117397747e-08,22.617464384987954,40.19315807282369,-2.4686938822491826,0.48398628181427505,0.0,0.0,0.48666117893361593,0.0,0.0,0.0,0.0
